name,trip_count,route_count,geometry
Magadi Road Metro Station,912,127,POINT (77.55486 12.97553)
Magadi Road TollGate,1592,158,POINT (77.54866 12.97516)
Magadi Road Tollgate,185,30,POINT (77.54818 12.9752)
Mahadeshwara Badavane,10,3,POINT (77.66009 12.78943)
Mahadeshwara Nagara,300,33,POINT (77.49432 12.9921)
Mahadeva Kodigehalli,6,4,POINT (77.70282 13.14407)
Mahadevana Doddy Colony,3,1,POINT (77.60487 12.74262)
Mahadevanana Doddy,3,1,POINT (77.6062 12.74515)
Mahadevapura,433,113,POINT (77.69069 12.9972)
Mahadevapura Ring Road,1320,76,POINT (77.6895 12.98823)
Mahal Chowdadenahalli,33,13,POINT (77.80876 12.87219)
Mahalakshmi Layout,198,25,POINT (77.544 13.01198)
Mahalakshmi Layout Entrance,1066,72,POINT (77.54879 13.00736)
Mahanthalingapura,8,4,POINT (77.61844 12.76681)
Maharaja Signal,198,13,POINT (77.62968 12.93461)
Maharani College,3096,360,POINT (77.58567 12.97697)
Mahathma Vidhyalaya Muttanalluru,3,1,POINT (77.73502 12.83194)
Mahesh Medicals,74,6,POINT (77.55 12.91409)
Mahila Seva Samaja,470,62,POINT (77.57379 12.95362)
Mahimapura Temple,23,3,POINT (77.29368 13.17844)
Majara Hosahalli,3,2,POINT (77.53467 13.25444)
Majara Hosahalli Cross,1,1,POINT (77.54812 13.2485)
Makali,797,112,POINT (77.45325 13.06564)
Makali Cross,64,25,POINT (77.45182 13.06706)
Makali Cross Madhure Road,26,13,POINT (77.40558 13.13415)
Makali Govt High School,36,6,POINT (77.45639 13.06889)
Makanahalli,15,8,POINT (77.8289 13.00967)
Makanahalli 1st stop,9,5,POINT (77.82839 13.00999)
Makanahalli Cross,3,3,POINT (77.82965 13.01873)
Makkala Koota,1931,239,POINT (77.57311 12.9572)
Malagala,257,24,POINT (77.51502 12.97856)
Malagala 1,10,3,POINT (77.51528 12.9754)
Malenahalli Bidaraguppe,2,1,POINT (77.79669 12.80585)
Malenallasandra,8,4,POINT (77.6046 12.80662)
Malenallasandra Junction,8,4,POINT (77.5893 12.8354)
Maligenahalli Bidaluru,4,2,POINT (77.69095 13.28697)
Maligenahalli Cross,1,1,POINT (77.70566 13.28762)
Maligondanahalli,5,1,POINT (77.41531 12.91606)
Mallaiahnapalya,5,2,POINT (77.42725 12.98569)
Mallapura,16,6,POINT (77.39966 13.07449)
Mallapura Cross,106,15,POINT (77.39373 13.07271)
Mallarabanavadi Cross,17,14,POINT (77.37155 13.0826)
Mallasandra,144,32,POINT (77.39422 13.00245)
Mallasandra Bagalakunte,1,1,POINT (77.50954 13.05709)
Mallasandra Bus Stand (Charging Point),9,1,POINT (77.50719 13.05925)
Mallasandra Health Center,3,2,POINT (77.51184 13.05342)
Mallasandra Poorvankara Apartment,5,1,POINT (77.54488 12.85307)
Mallathahalli,10,2,POINT (77.36232 12.86117)
Mallathahalli Cross,296,44,POINT (77.50322 12.95745)
Malleshpalya,143,17,POINT (77.67035 12.97482)
Malleshpalya New Bus Station(Vignananagar),142,16,POINT (77.67765 12.97269)
Malleshwara 11th Cross,1150,193,POINT (77.5693 13.00238)
Malleshwara 13th Cross,479,76,POINT (77.56923 13.00408)
Malleshwara 13th Cross  (8th Mian),119,2,POINT (77.56526 13.00323)
Malleshwara 13th Cross (8th Main Road),1,1,POINT (77.56531 13.00333)
Malleshwara 15th Cross,682,116,POINT (77.57119 13.00541)
Malleshwara 15th Cross  (8th Main),119,2,POINT (77.56423 13.00715)
Malleshwara 15th Cross(8th Main),1,1,POINT (77.56424 13.00718)
Malleshwara 18th Cross,1226,195,POINT (77.57134 13.009)
Malleshwara 8th Cross,480,77,POINT (77.56933 12.99969)
Malleshwara 8th Cross (8th Main KBS),1,1,POINT (77.56546 13.00008)
Malleshwara 8th Cross (8th Main),119,2,POINT (77.56541 13.00011)
Malleshwara 8th Cross (Sampige Road),773,119,POINT (77.57131 13.00009)
Malleshwara Bus Stand,41,7,POINT (77.56909 13.00872)
Malleshwara Circle,2265,246,POINT (77.56945 12.99727)
Malleshwara Railway Station,9,2,POINT (77.56321 13.00075)
Malleshwaram 18th Cross,119,2,POINT (77.56254 13.01)
Mallige Hospital,307,21,POINT (77.59125 12.94764)
Malligenahalli Cross,2,1,POINT (77.70576 13.28758)
Mallimakanapura,8,4,POINT (77.84731 13.12694)
Mallipalya,2,1,POINT (77.47429 12.79601)
Mallohalli,9,4,POINT (77.45108 13.23054)
Mallohalli Cross,1,1,POINT (77.45061 13.21407)
Mallohallipalya,1,1,POINT (77.45657 13.23028)
Malluru,2,1,POINT (77.29271 13.01018)
Malya Adhithi School,7,6,POINT (77.58298 13.10166)
Managal,1,1,POINT (77.20471 12.91253)
Managanahalli Kankapura Road,2,1,POINT (77.4684 12.72776)
Manasa Nagara,367,40,POINT (77.51683 12.95881)
Manchanabele,19,9,POINT (77.33449 12.86706)
Manchanabele Colony,1,1,POINT (77.33564 12.8702)
Manchanabele Dam Cross,11,7,POINT (77.3397 12.87149)
Manchanabele School,11,7,POINT (77.33715 12.87008)
Manchanahalli,3,2,POINT (77.75353 12.76671)
Manchanahalli Cross,3,2,POINT (77.7701 12.77514)
Manchanayakanahalli Gate,181,36,POINT (77.41386 12.83494)
Manchappanahalli Cross,38,9,POINT (77.72547 13.13527)
Manchappanahalli Gate,25,4,POINT (77.7293 13.14368)
Manchappanahalli Gate 1,70,8,POINT (77.72931 13.14371)
Manchappanahalli Village,25,4,POINT (77.72624 13.14165)
Manchegowdanapalya,2,1,POINT (77.38075 12.72418)
Manchenahalli,3,1,POINT (77.35781 13.03508)
Mandigere,1,1,POINT (77.36964 13.16464)
Mandur,216,35,POINT (77.73827 13.08153)
Mangammanapalya,154,4,POINT (77.63524 12.90725)
Manganahalli,16,5,POINT (77.46934 12.95419)
Manganahalli Cross,259,14,POINT (77.48407 12.9527)
Maniksha Parade Ground,397,76,POINT (77.60747 12.97773)
Manipal Centre,85,17,POINT (77.61452 12.97585)
Manipal Centre MG Road,377,62,POINT (77.61356 12.97552)
Manjunatha Kalyana Mantapa,38,5,POINT (77.53825 12.87459)
Manjunatha Nagara,432,38,POINT (77.40374 12.96436)
Manjunatha Nagara Layout Cross,9,3,POINT (77.72011 13.01858)
Manjushree Garments PSS,3,2,POINT (77.49938 13.01393)
Manjushree Hospital,4,1,POINT (77.60704 13.02138)
Manorayanapalya,35,5,POINT (77.60169 13.02889)
Mantanakurchi,4,4,POINT (77.38459 13.0443)
Mantapa Cross,275,57,POINT (77.59614 12.80306)
Mantri Alpyne Apartment,149,14,POINT (77.5271 12.90449)
Mantri Green Apartment Sampige Talkies,2,2,POINT (77.57045 12.99319)
Mantri Layout (M L A LAYOUT),68,26,POINT (77.44776 13.08449)
Manuvana,874,62,POINT (77.54656 12.97401)
Manyatha Tech Park,1101,100,POINT (77.62095 13.0412)
Maragondanahalli,12,4,POINT (77.693 13.03735)
Maragondanahalli Cross,103,7,POINT (77.4314 12.93493)
Maralakunte,40,10,POINT (77.70593 13.13225)
Maralakunte Colony,2,1,POINT (77.70565 13.12943)
Maralugondla Cross,48,9,POINT (77.27149 12.94747)
Maramma Temple,161,9,POINT (77.55872 12.96291)
Maramma Temple Halage Vaderahalli,116,10,POINT (77.51452 12.92288)
Maramma Temple Hegganahalli,72,4,POINT (77.5043 12.99462)
Maranagere,4,2,POINT (77.8522 12.88233)
Maranayakanahalli,10,2,POINT (77.64832 13.16801)
Marappa Garden,8,2,POINT (77.59974 13.00439)
Marasandra,45,13,POINT (77.87469 12.98074)
Marasandra Circle,246,30,POINT (77.54963 13.22269)
Marasandra Gate,8,7,POINT (77.87375 12.98431)
Marasandra Govt School,231,22,POINT (77.55027 13.23113)
Marasur Gate,134,19,POINT (77.70145 12.76983)
Marasur Madivala,4,2,POINT (77.72852 12.77344)
Marathahalli,890,110,POINT (77.69372 12.95611)
Marathahalli Bridge,1598,128,POINT (77.70215 12.9569)
MaregowdanaDoddy,3,1,POINT (77.28026 12.8878)
Marenahalli,499,50,POINT (77.36164 12.97325)
Marenahalli (Marenahalli Metro Station),987,56,POINT (77.58947 12.91715)
Marenahalli Gate,31,10,POINT (77.67031 13.13318)
Marigowdanapalya,5,5,POINT (77.31507 13.04172)
Marikuppe Cross,2,2,POINT (77.2941 13.02526)
Marison Factory,729,110,POINT (77.49252 13.0502)
Mariyannanapalya,5,3,POINT (77.61186 13.04928)
Mariyappanapalya,1507,102,POINT (77.55574 12.99858)
Marnami Doddy,29,6,POINT (77.45917 12.78711)
Marsuru,15,7,POINT (77.71376 12.76198)
Marsuru Gate,128,16,POINT (77.70141 12.76964)
Marsuru Madivala,4,2,POINT (77.72861 12.77345)
Maruru,1,1,POINT (77.16141 13.067)
Maruru Handpost,1,1,POINT (77.15954 13.05814)
Maruthi Badavane,46,9,POINT (77.58055 12.83994)
Maruthi Badavane Dasarahalli,8,2,POINT (77.60782 13.05543)
Maruthi Circle,394,28,POINT (77.55851 12.94348)
Maruthi Mandira,1169,77,POINT (77.53637 12.96785)
Maruthi Markandeyanagara,2,1,POINT (77.50847 13.00109)
Maruthi Nagara,1375,149,POINT (77.49394 12.98975)
Maruthi School,542,49,POINT (77.64327 13.00957)
Maruthi Sevanagara,986,59,POINT (77.63435 13.00241)
Maruthi Temple Kamalanagara,279,5,POINT (77.53545 12.99497)
Maruthinagara Malleshpalya,85,16,POINT (77.67492 12.9734)
Mary Immaculate School,202,44,POINT (77.66795 13.12589)
Masthenahalli,10,3,POINT (77.66763 12.78692)
Mata Mallasandra,47,16,POINT (77.83412 12.94743)
Matadahalli,298,23,POINT (77.59362 13.01364)
Mathikere,1069,111,POINT (77.18238 12.88315)
Mathikere Aralimara,1,1,POINT (77.17791 12.88994)
Mathikere Post Office,5,2,POINT (77.55907 13.0289)
Matta Gate,3,1,POINT (77.29369 12.8888)
Matta Village,3,1,POINT (77.29203 12.88111)
Mattahalli,23,11,POINT (77.45714 13.10815)
Mattahalli Cross,51,20,POINT (77.44373 13.11033)
Mavallipura,13,5,POINT (77.52896 13.12768)
Mavinamara Vanakanahalli,6,1,POINT (77.6949 12.67376)
Mayaganahalli,3,2,POINT (77.33553 12.76792)
Mayasandra,9,5,POINT (77.74675 12.75204)
Mayasandra Gate,81,12,POINT (77.74785 12.75049)
Mayasandra Kodi,74,8,POINT (77.74235 12.74805)
Mayohall,860,151,POINT (77.6099 12.97336)
Mayohall G-2,65,10,POINT (77.61119 12.97395)
Mazara Hosahalli,1,1,POINT (77.53461 13.25441)
Mazara Hosahalli Cross,3,2,POINT (77.54813 13.24847)
Meda Maranahalli,31,2,POINT (77.45173 12.70143)
Medahalli,576,98,POINT (77.72036 13.02597)
Medahalli Colony,9,7,POINT (77.85228 12.96723)
Medahalli Cross,32,22,POINT (77.84352 12.96541)
Medanahalli,35,5,POINT (77.39851 12.78919)
Medarahalli Railway Gate,8,4,POINT (77.51589 13.06735)
Medi Agrahara,10,2,POINT (77.52523 13.0984)
Medi Agrahara Cross,84,26,POINT (77.53046 13.1014)
Medi Mallasandra,49,17,POINT (77.83036 12.95283)
Medicine Factory,2,1,POINT (77.81268 13.10221)
Medur Gate,5,1,POINT (77.92299 13.19371)
Meenakshi Layout,46,7,POINT (77.49275 13.06552)
Meenakshi Temple,586,85,POINT (77.59469 12.87463)
Meenakunte,72,12,POINT (77.64208 13.18059)
Meenakunte Hosuru,353,57,POINT (77.64142 13.18452)
Meesagaanahalli,4,2,POINT (77.66889 13.1662)
Meesaganahalli,6,3,POINT (77.66896 13.16614)
Mekhri Circle,2487,271,POINT (77.58263 13.01451)
Menashiganahalli,6,1,POINT (77.70187 12.66408)
Mestripalya,33,7,POINT (77.61948 13.06055)
Metipalya,108,15,POINT (77.40232 12.99359)
Metro,659,112,POINT (77.56718 12.89312)
Metro Tech Aprtment,1,1,POINT (77.52716 12.87211)
Metrocorp Nirvana Layout,9,4,POINT (77.63487 13.21355)
Mid City,4,2,POINT (77.54386 13.1452)
Military Accounts Office,886,112,POINT (77.62089 12.96694)
Military Bridge,426,27,POINT (77.64015 12.94599)
Military Dairy Farm (Esteem Mall),2586,300,POINT (77.59324 13.04943)
Milk Booth,109,7,POINT (77.5108 12.90291)
Milk Booth JP Nagara,66,12,POINT (77.59514 12.91002)
Milk Colony 1,9,2,POINT (77.55967 13.00906)
Milk Dairy Hegganahalli,356,38,POINT (77.50549 13.0073)
Millers Road,67,5,POINT (77.60218 12.99538)
Minaznagara,3,1,POINT (77.56181 12.91219)
Minerva Circle,247,23,POINT (77.57992 12.95387)
Minerva Mill,633,79,POINT (77.56435 12.97945)
Minnapura,29,4,POINT (77.33232 13.16787)
Miranda School,3,2,POINT (77.65147 12.96826)
Mittaganahalli 1,4,2,POINT (77.64363 13.10951)
Mittaganahalli Cross,4,2,POINT (77.64381 13.11173)
Modern Food Goraguntepalya,380,41,POINT (77.53395 13.02482)
Modi Garden,1,1,POINT (77.60278 13.01588)
Modi Hospital,973,27,POINT (77.54586 12.99749)
Mohankumar Nagara,6,3,POINT (77.54939 13.0307)
Monotype Corporation,254,23,POINT (77.57062 12.92176)
Moodalapalya,359,37,POINT (77.5249 12.97054)
Mosque Road,1137,104,POINT (77.61609 13.00032)
Motaganahalli,5,4,POINT (77.31183 13.00497)
Motaganahalli Bishop Cotton School,3,3,POINT (77.31179 13.01761)
Motaganahalli High School,3,3,POINT (77.31179 13.00809)
Mother Dairy Cross Yalahanka,1412,67,POINT (77.5771 13.09955)
Mother Dairy Yalahanka,555,20,POINT (77.57479 13.09877)
Motherson Automotive Cross,35,11,POINT (77.41968 12.80794)
Mount Carmel,18,4,POINT (77.71304 12.9129)
Mount Carmel College,172,8,POINT (77.58883 12.99297)
Mudalapalya (Banavadi),1,1,POINT (77.247 13.13344)
Mudalayyana Doddy,3,2,POINT (77.57767 12.7336)
Muddanahalli,4,2,POINT (77.57737 13.15222)
Muddanahalli Gate,5,1,POINT (77.91653 13.19705)
Muddanayakanahalli,4,2,POINT (77.68022 13.2964)
Muddayanapalya,61,3,POINT (77.4878 12.9663)
Muddayanapalya Junction,87,8,POINT (77.48809 12.97138)
Muddayyanapalya,3,2,POINT (77.41726 12.932)
Muddinapalya,10,4,POINT (77.48786 12.96632)
Muddinapalya Junction,184,11,POINT (77.48793 12.97138)
Mugabala,5,3,POINT (77.88853 13.11977)
Mugaluru,36,13,POINT (77.82101 12.89478)
Mukkodlu,35,11,POINT (77.52841 12.75655)
Mukthi Naga Temple,3,1,POINT (77.42184 12.91492)
Mulakattamma Temple Mallohalli,6,3,POINT (77.45052 13.22355)
Mulkattamma Temple Mallohalli,4,2,POINT (77.45049 13.22352)
Mulluru,4,3,POINT (77.72449 12.90438)
Multiplex Marathahalli,1470,76,POINT (77.69956 12.95154)
Mummenahalli,2,1,POINT (77.3166 12.9796)
Muncipal Office Vijayapura,108,11,POINT (77.80025 13.29605)
Muneshwara Block,86,12,POINT (77.54873 12.94229)
Muneshwara Devasthana,1186,177,POINT (77.60651 12.93638)
Muneshwara Layout,276,21,POINT (77.47128 12.87435)
Muneshwara Nagara,74,13,POINT (77.67123 13.01793)
Muneshwara Swamy Temple,2,1,POINT (77.48859 13.04015)
Muneshwara Temple,85,20,POINT (77.50259 12.98343)
Muni Nagara,15,4,POINT (77.53654 12.74811)
Munireddy Palya J C Nagara,955,95,POINT (77.59276 13.00676)
Munish Singh Hospital,641,67,POINT (77.75104 12.97703)
Muniswamappa Layout,2,1,POINT (77.49058 13.044)
Munnekolalu,12,6,POINT (77.70802 12.94854)
Munnekolalu Cross (Spice Garden),1357,114,POINT (77.70953 12.95636)
Munnekolalu Junction,12,6,POINT (77.7049 12.9565)
Muppadaghatta,9,4,POINT (77.44787 13.24302)
Murugeshpalya,825,115,POINT (77.65618 12.95936)
Museum,407,49,POINT (77.59569 12.97409)
Muslim Colony,466,64,POINT (77.61541 13.01085)
Muthanallur Amanikere,3,2,POINT (77.73674 12.82786)
Muthanallur Colony,7,1,POINT (77.73723 12.83621)
Muthasandra Gate,2,1,POINT (77.82392 13.14462)
Muthkur,36,15,POINT (77.50816 13.15548)
Muthkur Cross Shivakote,91,21,POINT (77.50221 13.14299)
Muthsandra,34,8,POINT (77.78636 12.93784)
Muthugadahalli,50,16,POINT (77.4803 12.72525)
Muthugadahalli Hostel,9,5,POINT (77.53432 13.14906)
Muthukadahalli,49,9,POINT (77.67303 13.1825)
Muthurayanagudipalya,4,2,POINT (77.36727 12.84862)
Muthurayanapura,29,11,POINT (77.40059 12.8596)
Muthyala Nagara Cross,8,4,POINT (77.55333 13.03788)
Muthyalamadu Cross,125,9,POINT (77.69048 12.72004)
Muthyalanagara,430,51,POINT (77.55315 13.04362)
Muttanahalli,2,1,POINT (77.82196 12.86896)
Muttanalluru,26,10,POINT (77.73456 12.83243)
Muttanalluru Cross,579,68,POINT (77.73836 12.88733)
Muttanalluru Gate,50,15,POINT (77.72747 12.84306)
Muttarayanapura,2,1,POINT (77.51479 12.72386)
Muttarayanapura Cross,9,3,POINT (77.51392 12.72574)
Mutturayanaswamy Doddy,5,3,POINT (77.61494 12.74764)
Mutturayanaswamy Temple,356,37,POINT (77.44264 12.99168)
Mutturu,73,5,POINT (77.55178 13.28662)
Mylanahalli,83,32,POINT (77.69597 13.18408)
Mylanahalli Bare,95,26,POINT (77.39837 13.12716)
Mylanahalli Gate,94,25,POINT (77.40361 13.13258)
Mylappanahalli,16,6,POINT (77.53506 13.13653)
Mylappanahalli Cross,12,6,POINT (77.55198 13.14859)
Mylapura Gate,5,3,POINT (77.87333 13.10731)
Mylasandra,10,3,POINT (77.62071 12.85403)
Mylasandra Cross,745,163,POINT (77.61332 12.84352)
Mylasandra Road Junction,205,33,POINT (77.61866 12.84227)
Mysore Bank,2143,269,POINT (77.58199 12.97253)
Mysore Circle,83,3,POINT (77.55962 12.96111)
Mysore Lamp,129,5,POINT (77.55939 13.01546)
Mysore Road Bus Station,1502,159,POINT (77.54374 12.95357)
Mysore Road Metro Station,1558,201,POINT (77.52972 12.94633)
Mysore Road TollGate,1354,204,POINT (77.55178 12.95738)
N Hosahalli,5,1,POINT (77.92879 13.18467)
N R I  Layout,3,3,POINT (77.67733 13.02988)
NAL Manipal Hospital,348,38,POINT (77.64991 12.95961)
NAL/Manipal Hospital,501,79,POINT (77.65076 12.95964)
NCBS College,2,2,POINT (77.58193 13.07521)
NES Office,2031,203,POINT (77.59166 13.09766)
NGEF,675,160,POINT (77.64987 12.98787)
NGEF Layout Nagarabhavi,441,45,POINT (77.50983 12.96097)
NGV Koramangala,2,2,POINT (77.62336 12.94479)
NICE Bridge,5,1,POINT (77.6295 12.86562)
NICE Office,150,13,POINT (77.49359 12.87908)
NICE Road,251,59,POINT (77.52685 12.85694)
NICE Road 11th Stone,150,13,POINT (77.51118 12.86431)
NICE Road 12th Stone,150,13,POINT (77.52223 12.86008)
NICE Road 13th Stone,150,13,POINT (77.55834 12.84933)
NICE Road 14th Stone,150,13,POINT (77.57206 12.84866)
NICE Road 15th Stone,150,13,POINT (77.60959 12.85499)
NICE Road 16th Stone,150,13,POINT (77.6253 12.86416)
NICE Road 17th Stone,150,13,POINT (77.64375 12.8646)
NICE Road 1St Stone,64,2,POINT (77.47538 13.04239)
NICE Road 1st Stone,76,6,POINT (77.47506 13.04219)
NICE Road 2nd Stone,140,8,POINT (77.47554 13.03242)
NICE Road 3rd Stone,140,8,POINT (77.47563 13.0228)
NICE Road 4th Stone,76,6,POINT (77.47494 13.00933)
NICE Road 5th Stone,78,7,POINT (77.47127 12.97116)
NICE Road 6th Stone,142,9,POINT (77.46993 12.94599)
NICE Road 7th Stone,142,9,POINT (77.46959 12.93791)
NICE Road 8th Stone,142,9,POINT (77.46953 12.92684)
NICE Road 9th Stone,81,9,POINT (77.48528 12.88753)
NICE Road Bannerughatta Road Junction,150,13,POINT (77.58619 12.85032)
NICE Road Junction,5,2,POINT (77.52879 12.86)
NICE Road Kanakapura Road,8,2,POINT (77.52802 12.85836)
NICE Road Kanakapura Road Junction,272,36,POINT (77.52614 12.85828)
NICE Road Kengeri Road Junction,501,140,POINT (77.46944 12.90277)
NICE Road Magadi Road Junction,142,9,POINT (77.47227 12.9901)
NICE Road Mysore Road Junction,142,9,POINT (77.47068 12.90175)
NICE Road Tumkur Road Junction,140,8,POINT (77.47678 13.05351)
NICE Road Veerabhadranagara,5,2,POINT (77.53121 12.94054)
NICE Toll Electronic City,7,3,POINT (77.65603 12.85879)
NIFT College,171,9,POINT (77.65178 12.91198)
NR Colony,263,25,POINT (77.56908 12.93788)
NS Palya,11,2,POINT (77.60348 12.9087)
NTTF Peenya,952,77,POINT (77.51135 13.02514)
Naduvatti,37,16,POINT (77.79651 13.00614)
Naduvatti Colony,6,2,POINT (77.79982 12.99985)
Nagadasanahalli,4,2,POINT (77.57783 13.15987)
Nagadenahalli,54,4,POINT (77.59853 13.28484)
Nagadevanahalli,255,33,POINT (77.49235 12.93597)
Nagalakshmi Kalyana Mantapa,85,5,POINT (77.56794 12.9274)
Nagaland Circle,518,32,POINT (77.5572 13.0557)
Nagamangala,9,4,POINT (77.61927 13.21665)
Naganayakanahalli,19,6,POINT (77.6939 12.76982)
Naganayakanakote,3,1,POINT (77.79481 12.96622)
Naganayakanakote Cross,19,8,POINT (77.79989 12.96533)
Nagarabhavi,1,1,POINT (77.51579 12.95704)
Nagarabhavi Circle,767,87,POINT (77.51681 12.95894)
Nagarabhavi Village,1,1,POINT (77.51585 12.95716)
Nagarabhavi Vishweshwaraiah Sports Club,254,13,POINT (77.49957 12.96913)
Nagaraesh Nagenahalli Dinne,5,1,POINT (77.64674 13.07727)
Nagarahole Nagara,9,2,POINT (77.49738 12.99845)
Nagaraholenagara Cross,235,22,POINT (77.49682 12.99736)
Nagarajuna College Ananthapura,3,2,POINT (77.56127 13.11735)
Nagarenahalli,2,1,POINT (77.82808 13.16663)
Nagaresh Nagenahalli,16,4,POINT (77.64265 13.07027)
Nagaruru,23,4,POINT (77.4346 13.09115)
Nagaruru Cross,83,25,POINT (77.44534 13.09215)
Nagasandra,62,3,POINT (77.49999 13.03946)
Nagasandra Circle,181,9,POINT (77.57195 12.93698)
Nagasandra Cross,469,17,POINT (77.50451 13.03849)
Nagasandra Metro Staiton,12,4,POINT (77.49961 13.04817)
Nagasandra Metro Station,52,22,POINT (77.49947 13.04779)
Nagasandra Palya,2,1,POINT (77.37739 13.00148)
Nagashettyhalli,414,15,POINT (77.57268 13.04168)
Nagavara,438,59,POINT (77.6234 13.03795)
Nagavara Junction Petrol Bunk,503,73,POINT (77.6248 13.04192)
Nagavarapalya,4,3,POINT (77.66387 12.98946)
Nagawara Junction,1826,178,POINT (77.62408 13.04046)
Nagayyana Doddy,4,2,POINT (77.64159 12.71169)
Nagegowdanapalya,5,2,POINT (77.51575 12.86768)
Nagegowdanpalya Cross,10,3,POINT (77.51448 12.85523)
Nagenahalli,261,60,POINT (77.39895 13.19155)
Nagenahalli Gate,324,85,POINT (77.57141 13.12991)
Nagendra Block,86,12,POINT (77.55322 12.9419)
Nagondanahalli,53,6,POINT (77.77131 12.97526)
Naidu Layout,2,2,POINT (77.66867 12.809)
Nalku Kamba,50,18,POINT (77.452 12.85214)
Nallakkana Doddy Cross,3,2,POINT (77.52601 12.79807)
NallakkanaDoddy,4,1,POINT (77.53085 12.80949)
NallakkanaDoddy Cross,18,3,POINT (77.526 12.79809)
Nallapanahalli Gate,13,3,POINT (77.78116 13.20659)
Nallur,18,5,POINT (77.76038 13.18669)
Nallur Cross,115,9,POINT (77.77149 13.20214)
Nallurahalli,4,2,POINT (77.73563 12.96926)
Nammura Sarkari School,16,6,POINT (77.5341 13.13415)
Nanda Gokula Nagara,5,5,POINT (77.31793 13.06096)
Nanda Shree,19,9,POINT (77.78441 13.06017)
Nanda Talkies,576,70,POINT (77.58007 12.93327)
Nandagudi,7,2,POINT (77.90111 13.2022)
Nandaramaiahna Palya,22,3,POINT (77.42519 13.08949)
Nandas Hotel,73,1,POINT (77.64503 12.92173)
Nandhini Layout,460,52,POINT (77.53052 13.01473)
Nandhini Talkies,24,3,POINT (77.54339 13.00383)
Nandi Cross,6,1,POINT (77.72579 13.36842)
Nandi Garden Kothanur,262,22,POINT (77.56566 12.86748)
Nandi Kitchen Doddakannahalli,1,1,POINT (77.69362 12.9078)
Nandidurga Road,89,9,POINT (77.59959 13.00075)
Nandini Cool Joint,146,2,POINT (77.64466 12.91267)
Nandini Hotel JP Nagara,219,16,POINT (77.58581 12.90512)
Nandini Layout Bus Stand,313,21,POINT (77.53574 13.01183)
Nandini Layout Police Station,8,1,POINT (77.53666 13.01235)
Nandini Layout Ring Road,478,54,POINT (77.52872 13.01159)
Nanjappa Circle,754,51,POINT (77.56041 13.06815)
Nanjapura,5,3,POINT (77.64123 12.80974)
Nanjapura Cross,13,5,POINT (77.64231 12.81365)
Nanjundeshwara Stores,106,8,POINT (77.54205 12.93361)
Narasaiahna Agrahara,2,2,POINT (77.454 13.25458)
Narasapura,4,1,POINT (77.49457 12.97699)
Narasapura 1,2,1,POINT (77.80172 12.80052)
Narasapura Gate,2,2,POINT (77.27337 13.11237)
Narasimha Temple,6,3,POINT (77.63615 12.7762)
Narasipura,7,5,POINT (77.46352 13.10984)
Narayana Nagara Cross,18,6,POINT (77.55341 12.87999)
Narayanaghatta,6,2,POINT (77.72525 12.83613)
Narayanaghatta Gate,41,12,POINT (77.72469 12.83787)
Narayanakere,21,13,POINT (77.85785 12.94391)
Narayananagara 3rd Stage,4,1,POINT (77.55845 12.87911)
Narayanappanapalya Adakimaranahalli,5,3,POINT (77.43656 13.06252)
