name,trip_count,route_count,id,geometry
DUO Heights Layout,6,2,19r,POINT (77.61468 12.89486)
Daadinayakana Doddy,1,1,37s,POINT (77.94408 12.83955)
Dabaspete,9,1,3ol,POINT (77.24144 13.2277)
Dabaspete,21,2,6b1,POINT (77.2418 13.22778)
Dabbaguli,7,2,1ri,POINT (77.32275 12.89092)
Dabbaguli Gate,3,1,3jb,POINT (77.32808 12.87)
Dabbaguli Gate,4,1,67w,POINT (77.32804 12.87007)
Dabbaguli Gate-2,3,1,409,POINT (77.31628 12.87945)
Dalai Lama College,139,21,4he,POINT (77.42456 12.85049)
Dalai Lama College,42,15,687,POINT (77.42409 12.85056)
Dalmia Circle,32,3,3pn,POINT (77.59505 12.90639)
Dalmia Circle,43,11,4v4,POINT (77.595 12.90697)
Dalmia Circle,5,2,58f,POINT (77.59504 12.90618)
Damodhar Nagara,3,1,5f7,POINT (77.79708 12.9536)
Dandiganahalli,2,2,5ls,POINT (77.76763 13.30949)
Dandupalya,3,2,1yf,POINT (77.81115 13.07461)
Dandupalya Cross,7,3,26e,POINT (77.81149 13.07638)
Dandupalya Cross,1,1,694,POINT (77.81145 13.07636)
Dandupalya Gate,28,8,1z,POINT (77.80786 13.07728)
Dandupalya Gate,11,5,4mo,POINT (77.80804 13.07689)
Dargha,54,4,3fg,POINT (77.77446 13.28746)
Dargha,54,7,3zz,POINT (77.77445 13.28742)
Darshan Farm,2,2,1je,POINT (77.52682 12.9313)
Dasanapura,2,2,5cu,POINT (77.77447 12.74761)
Dasanapura,347,53,9l,POINT (77.43599 13.07523)
Dasanapura,406,40,pd,POINT (77.43636 13.07542)
Dasanayakanahalli,3,1,48t,POINT (77.68833 13.11823)
Dasappanapalya,182,10,6cl,POINT (77.50591 13.07935)
Dasappanapalya,143,9,iz,POINT (77.50587 13.07933)
Dasarahalli,5,1,35r,POINT (77.83611 13.09998)
Dasarahalli Hebbala,2,1,13y,POINT (77.61159 13.05633)
Dasarahalli Hebbala,2,1,45z,POINT (77.61157 13.05627)
Dasarahalli Hebbala,8,2,4yf,POINT (77.61148 13.05631)
Dasarahalli Kere,71,7,1nx,POINT (77.54179 12.98595)
Dasarahalli Kere,31,3,g2,POINT (77.54417 12.98517)
Dasarahalli Road Junction,22,4,1i9,POINT (77.59451 13.05573)
Dasarahalli Road Junction,3,1,1tk,POINT (77.5941 13.05583)
Dasegowdarapalya,3,1,6e4,POINT (77.39426 13.02347)
Dasenahalli Cross,40,9,59d,POINT (77.46523 13.14087)
Dasenahalli Cross,26,10,5d1,POINT (77.46519 13.14091)
Dattatreya Peeta Doddagubbi,18,3,5th,POINT (77.66465 13.06739)
Dattatreya Peeta Doddagubbi,3,1,vd,POINT (77.66465 13.06732)
Dattatreya Temple Malleshwara,101,4,19h,POINT (77.57462 12.99895)
Dattatreya Temple Malleshwara,114,6,ei,POINT (77.57479 12.99893)
Dayananda Sagar College,90,8,4oo,POINT (77.5654 12.90949)
Dayananda Sagar College,52,10,f3,POINT (77.56553 12.90948)
Dayananda Sagar Vidya Samste,110,19,30g,POINT (77.51377 12.82479)
Dayananda Sagar Vidya Samste,216,52,63b,POINT (77.51373 12.82498)
Deccan,108,14,3ko,POINT (77.62741 12.90247)
Deccan,149,20,3wy,POINT (77.62745 12.90255)
Deepa Complex,162,15,1iv,POINT (77.50519 12.96698)
Deepa Complex,283,24,2ou,POINT (77.50508 12.96636)
Deepa Complex,133,10,3cl,POINT (77.50483 12.96659)
Deepak Factory,372,46,1d0,POINT (77.50135 13.04749)
Deepak Factory,359,65,2v7,POINT (77.50159 13.04704)
Deepak Nursing Home,178,23,2wq,POINT (77.57699 12.92518)
Deepak Nursing Home,250,42,3fe,POINT (77.57711 12.92598)
Deepanjalinagara,468,32,1uf,POINT (77.53624 12.95375)
Deepanjalinagara,1147,113,3ev,POINT (77.53724 12.9514)
Dell,162,13,61u,POINT (77.64044 12.95275)
Dell Domluru,187,11,42n,POINT (77.64065 12.95291)
Depot-02 Shanthinagara,88,1,291,POINT (77.59488 12.95442)
Depot-03 Shanthinagara,72,1,tj,POINT (77.596 12.95532)
Depot-04 Jayanagara,82,2,ws,POINT (77.59346 12.92489)
Depot-06 Gate,375,107,1sx,POINT (77.63434 12.98255)
Depot-06 Gate,436,74,3yj,POINT (77.6344 12.9824)
Depot-06 Indiranagara,94,1,5g9,POINT (77.63446 12.98189)
Depot-07 Subhashnagara,106,1,253,POINT (77.57186 12.97901)
Depot-08 Yashawanthapura,103,2,3ql,POINT (77.55551 13.01777)
Depot-09 Peenya,97,2,55q,POINT (77.50022 13.02039)
Depot-10 Gate,104,5,3nn,POINT (77.63242 13.02766)
Depot-10 Gate,184,58,4js,POINT (77.63049 13.0255)
Depot-10 Gate,135,25,4xv,POINT (77.63181 13.02577)
Depot-10 Gate,65,16,73,POINT (77.63059 13.02542)
Depot-10 Hennuru,70,2,63j,POINT (77.63233 13.02568)
Depot-11 Puttenahalli,82,2,d9,POINT (77.57947 13.11061)
Depot-12 Gate,586,103,5i1,POINT (77.47084 12.90471)
Depot-12 Gate,42,12,5rm,POINT (77.47068 12.90481)
Depot-12 Kengeri,222,4,5v7,POINT (77.4727 12.90424)
Depot-13 Kathriguppe,96,1,2se,POINT (77.55434 12.92493)
Depot-14 Gate,28,13,5x6,POINT (77.5937 13.02844)
Depot-14 RT Nagara,90,4,101,POINT (77.59328 13.02868)
Depot-15 Koramangala,75,1,jt,POINT (77.62487 12.9414)
Depot-16 Deepanajalinagara,108,1,3rr,POINT (77.53703 12.95136)
Depot-17 Chandra Layout,99,1,26l,POINT (77.52733 12.95897)
Depot-18 White Field,55,1,1vo,POINT (77.72596 12.97686)
Depot-19 Electronic City,88,3,3pz,POINT (77.67229 12.8474)
Depot-20 Banashankari,89,4,3fy,POINT (77.57086 12.91871)
Depot-21 BEML Layout,92,1,rz,POINT (77.52042 12.90673)
Depot-23 Kalyana Nagara,66,2,299,POINT (77.63895 13.02655)
Depot-24 Gate,12,8,1r,POINT (77.6825 13.00331)
Depot-24 Gate,321,31,34u,POINT (77.6825 13.00341)
Depot-24 ITI Layout,112,6,b5,POINT (77.68359 13.00163)
Depot-25 Gate,169,5,3tc,POINT (77.64495 12.91956)
Depot-25 Gate,780,36,4fe,POINT (77.64255 12.91936)
Depot-25 Gate (Central Silk Board),736,39,5pb,POINT (77.64294 12.91952)
Depot-25 HSR Layout,78,1,58e,POINT (77.64457 12.91986)
Depot-26 Yeshawanthapura,96,1,5cm,POINT (77.55537 13.0186)
Depot-27 Gate,5,3,354,POINT (77.63448 12.7801)
Depot-27 Gate,156,14,4p,POINT (77.63445 12.78003)
Depot-27 Jigani,108,2,3dh,POINT (77.63446 12.78019)
Depot-28 Hebbala,73,1,6z,POINT (77.59335 13.04355)
Depot-29 KR Puram,94,2,5vs,POINT (77.69175 13.00444)
Depot-30 Puttenahalli,93,2,1ct,POINT (77.57762 13.11009)
Depot-31 Gate,412,52,240,POINT (77.52146 12.99306)
Depot-31 Gate,231,15,5no,POINT (77.5213 12.99311)
Depot-31 Summanahalli,104,2,4me,POINT (77.52221 12.99285)
Depot-32 Suryacity,114,2,2zj,POINT (77.70677 12.79047)
Depot-33 Poornapragna layout,95,1,37d,POINT (77.53606 12.90974)
Depot-34 Gate,34,19,450,POINT (77.58571 12.87021)
Depot-34 Gate,190,30,5kd,POINT (77.58567 12.87023)
Depot-34 Kottanur,109,2,316,POINT (77.58616 12.87168)
Depot-35 Gate,158,18,47o,POINT (77.44268 12.9726)
Depot-35 Kannalli,103,1,123,POINT (77.44263 12.97253)
Depot-36 Bidadi,59,2,5tu,POINT (77.41428 12.76888)
Depot-36 Gate,87,3,1p7,POINT (77.41403 12.76845)
Depot-36 Gate,10,6,l8,POINT (77.41397 12.7684)
Depot-37 Kengeri,86,1,3s3,POINT (77.48793 12.91344)
Depot-38 Chikkanagamangala,55,2,320,POINT (77.69176 12.85019)
Depot-38 Gate,136,32,4n8,POINT (77.69247 12.84901)
Depot-38 Gate,11,6,627,POINT (77.69251 12.84902)
Depot-39 Gate,11,5,4s2,POINT (77.78178 13.06905)
Depot-39 Hoskote,81,4,3po,POINT (77.78173 13.06832)
Depot-40 Dasanapura,64,2,2kl,POINT (77.44491 13.07402)
Depot-40 Gate,383,64,62a,POINT (77.44766 13.06872)
Depot-41 Gate,30,20,4t1,POINT (77.74239 12.9213)
Depot-41 Gate,142,22,5c8,POINT (77.74234 12.92131)
Depot-41 Gunjuru,76,2,5ev,POINT (77.7433 12.92231)
Depot-42 Gate  Arrival,72,9,5ir,POINT (77.70565 12.89538)
Depot-42 Gate Departure,19,8,2z5,POINT (77.7057 12.89553)
Depot-42 Kodathi,38,1,fc,POINT (77.7041 12.89596)
Depot-43 Gate,127,22,1rt,POINT (77.42564 13.06595)
Depot-43 Shivanapura,98,3,ad,POINT (77.42575 13.0668)
Depot-44 Anjanapura,63,2,22g,POINT (77.56969 12.85538)
Depot-45 Gate,40,14,40u,POINT (77.55072 13.0829)
Depot-45 Gate,1000,60,6e9,POINT (77.55066 13.08298)
Depot-45 MS Palya,96,2,56,POINT (77.55046 13.08431)
Depot-46 Gate,1,1,6d,POINT (77.5634 13.18748)
Depot-46 Sadenahalli,44,1,31b,POINT (77.56681 13.18393)
Depot-47 Gate,52,5,29c,POINT (77.73201 13.08467)
Depot-47 Manduru,71,5,20,POINT (77.73146 13.08535)
Depot-48 Byrathibande,60,1,20p,POINT (77.65422 13.07668)
Depot-48 Gate,5,4,4l,POINT (77.65472 13.07752)
Depot-48 Gate,77,8,5tn,POINT (77.65467 13.07756)
Depot-49 Bidadi,161,1,13i,POINT (77.39285 12.80177)
Depot-50 Devanahalli,74,2,140,POINT (77.71744 13.24698)
Depot-51 Sadaramangala,28,1,3wc,POINT (77.72654 12.99672)
Depot-51 Sadaramangala Arrival,58,5,2s,POINT (77.72624 12.99596)
Depot-51 Sadaramangala Departure,10,2,2xs,POINT (77.72622 12.99606)
Depot-52 Arrival,5,4,51k,POINT (77.65908 13.15738)
Depot-52 Departure,49,14,4vh,POINT (77.65912 13.15742)
Depot-52 Huttanahalli,21,1,20k,POINT (77.65873 13.15723)
Depot-9,2,2,3ml,POINT (77.50051 13.02036)
Deshnarayanaswamy Temple,74,9,4xu,POINT (77.74569 13.13726)
Deshnarayanaswamy Temple,6,4,6b5,POINT (77.74576 13.13719)
Design Global Mavallipura,8,4,3on,POINT (77.53097 13.13126)
Design Global Mavallipura,8,2,52r,POINT (77.53093 13.1313)
Deva Machohalli Cross,27,6,1ns,POINT (77.3811 12.96552)
Deva Machohalli Cross,43,10,os,POINT (77.38112 12.96536)
Devadiga Soudha,10,3,1z2,POINT (77.51998 12.9265)
Devadiga Soudha,4,1,q,POINT (77.52002 12.92658)
Devaganahalli,8,2,1a5,POINT (77.64888 13.25331)
Devaganahalli,6,4,4in,POINT (77.64887 13.2531)
Devagere,10,2,4pv,POINT (77.4657 12.85653)
Devagere,26,6,6ch,POINT (77.46556 12.85669)
Devagere Colony,3,1,1mx,POINT (77.45795 12.85346)
Devagere Colony,1,1,4ah,POINT (77.45801 12.85357)
Devagere Cross,16,7,1iw,POINT (77.45713 12.86428)
Devagere Cross,63,16,67a,POINT (77.45713 12.86431)
Devaiah Park,562,33,2e,POINT (77.56424 12.99628)
Devaiah Park,495,25,2hs,POINT (77.56419 12.99642)
Devalapura,1,1,325,POINT (77.82944 12.98457)
Devalapura,3,2,5pq,POINT (77.82936 12.98466)
Devalapura Circle,2,2,25w,POINT (77.82842 12.98272)
Devalapura Circle,3,1,5dj,POINT (77.82829 12.98268)
Devalapura Circle,3,2,5et,POINT (77.82836 12.98277)
Devanagondi,19,10,3f8,POINT (77.83873 12.97405)
Devanagondi,41,12,3ik,POINT (77.83869 12.97407)
Devanagondi IOC,1,1,dr,POINT (77.83736 12.98789)
Devanagondi IOC,2,1,w9,POINT (77.83728 12.98799)
Devanagondi LPG,3,2,3j4,POINT (77.83009 12.98996)
Devanagondi LPG,1,1,5f4,POINT (77.83018 12.98996)
Devanagondi Railway Station,3,2,2oc,POINT (77.82956 12.98534)
Devanagondi Railway Station,1,1,50v,POINT (77.82975 12.98547)
Devanagundi Cross,14,5,9a,POINT (77.82737 13.06044)
Devanahalli Bypass NH-7,155,13,2j2,POINT (77.70399 13.24231)
Devanahalli Bypass NH-7,205,25,n0,POINT (77.70346 13.24207)
Devanahalli Cross Sulibele,133,6,1m2,POINT (77.79804 13.18487)
Devanahalli Cross Sulibele,52,2,24a,POINT (77.79797 13.18495)
Devanahalli Cross Sulibele,51,3,32l,POINT (77.79795 13.18482)
Devanahalli Govt Hospital,52,5,2b1,POINT (77.72655 13.25748)
Devanahalli Govt Hospital,55,5,61x,POINT (77.72657 13.25751)
Devanahalli New Bus Station,211,19,2qa,POINT (77.71281 13.24528)
Devanahalli New Bus Station,369,33,61d,POINT (77.71274 13.24543)
Devanahalli Old Bus Stand,250,30,5db,POINT (77.71547 13.24853)
Devanahalli Old Bus Stand,214,19,5wf,POINT (77.7156 13.24845)
Devanahalli Talluk Office,159,14,61l,POINT (77.70893 13.24358)
Devanahalli Talluk Office,199,24,nh,POINT (77.70877 13.24363)
Devanayakanahalli,1,1,px,POINT (77.77256 13.17536)
Devaninjayyanapalya,2,1,3qo,POINT (77.41453 13.01712)
Devannanapalya,346,34,5yh,POINT (77.43139 13.07769)
Devannanapalya,337,44,k8,POINT (77.43133 13.07734)
Devarabisanahalli Ring Road,728,36,4qv,POINT (77.68686 12.93145)
Devarabisanahalli Ring Road,729,37,5ns,POINT (77.68729 12.93218)
Devarachikkanahalli,10,1,5kt,POINT (77.61556 12.88887)
Devarachikkanahalli,31,2,bu,POINT (77.61555 12.88899)
Devarahalli Cross,2,2,1lo,POINT (77.61099 13.24054)
Devasandra,13,3,542,POINT (77.70009 13.00618)
Devasandra,11,2,54r,POINT (77.70012 13.00621)
Devasandra Chikkamaranahalli,127,6,5y5,POINT (77.56656 13.03638)
Devasandra Chikkamaranahalli,143,10,s1,POINT (77.5664 13.03636)
Devashettyhalli,2,1,5fs,POINT (77.82109 13.02425)
Devashettyhalli,3,2,5ng,POINT (77.82104 13.02419)
Devasthana Bidluru,4,2,gm,POINT (77.68979 13.27826)
Devasthana Kariapppana Doddy,2,1,53k,POINT (77.37567 12.78713)
Devegowda Hospital,69,6,3vq,POINT (77.55998 12.92041)
Devegowda Hospital,33,7,4ar,POINT (77.56002 12.92053)
Devegowda Petrol Bunk,123,12,1az,POINT (77.56027 12.92141)
Devegowda Petrol Bunk,173,13,342,POINT (77.56033 12.9227)
Devegowda Petrol Bunk,151,19,3ed,POINT (77.56058 12.92189)
Devegowda Petrol Bunk,417,21,5ky,POINT (77.55914 12.92194)
Devinagara Cross,443,36,33p,POINT (77.56904 13.047)
Devinagara Cross,282,50,3n7,POINT (77.5692 13.04692)
Devis Road,177,54,25n,POINT (77.61968 13.00426)
Devis Road,152,33,zm,POINT (77.61899 13.00327)
Dhaba Gate,205,25,3ww,POINT (77.68707 13.22644)
Dhaba Gate,159,14,67i,POINT (77.68726 13.22638)
Dhananayakanahalli,5,2,5w4,POINT (77.46781 12.93885)
Dharma Nayakana Tandya,2,2,1cc,POINT (77.34885 13.03018)
Dharmapura,27,3,33t,POINT (77.62759 12.81279)
Dharmapura,1,1,4gx,POINT (77.62756 12.81294)
Dharmapura,8,1,68i,POINT (77.80071 13.26845)
Dharmapura Cross,11,3,1tl,POINT (77.80912 13.26444)
Dharmapura Cross,5,2,2gf,POINT (77.80908 13.26441)
Dharmapura Gate,2,2,27p,POINT (77.80409 13.28389)
Dharmapura Gate,10,2,445,POINT (77.80407 13.28387)
Dhobi Ghat Rajajinagara,27,2,105,POINT (77.55089 12.98721)
Dhobi Ghat Rajajinagara,176,7,2o1,POINT (77.54934 12.98551)
Dhobi Ghat Rajajinagara,38,1,36q,POINT (77.551 12.98761)
Dhobi Ghat Rajajinagara,119,9,3zs,POINT (77.54912 12.98565)
Dhobi Ghat Rajajinagara,61,5,xa,POINT (77.55087 12.98701)
Dhoopanahalli,204,13,2nr,POINT (77.64156 12.96354)
Dhoopanahalli,4,2,5ld,POINT (77.64146 12.96336)
Dhoopanahalli,186,10,5ou,POINT (77.64169 12.96342)
Diacon Hospital,375,30,25m,POINT (77.55003 13.00379)
Diacon Hospital,125,10,2sz,POINT (77.55002 13.00398)
Dibbur,4,2,5i7,POINT (77.5288 13.16685)
Dibbur,5,2,6c5,POINT (77.52876 13.16687)
Dickenson Road,2,1,4kx,POINT (77.61058 12.98081)
Dinnepalya,11,3,1w,POINT (77.49239 12.81119)
Dinnepalya,6,1,fo,POINT (77.49244 12.81121)
Dinnur,12,2,1a7,POINT (77.80195 13.25263)
Dinnur,1,1,31q,POINT (77.75146 12.99165)
Dinnur,2,2,5gg,POINT (77.80198 13.25255)
Dinnur,4,2,w6,POINT (77.7515 12.99159)
Dinnur Cross,13,3,52k,POINT (77.80132 13.25084)
Dinnur Main Road,328,20,4a9,POINT (77.5989 13.02395)
Dinnur Main Road,150,4,5jr,POINT (77.59884 13.02401)
Dinnur Sudhamanagara,71,8,5je,POINT (77.70591 12.71445)
Dinnur Sudhamanagara,9,3,uc,POINT (77.70584 12.71452)
Diwanarapalya,519,54,2ub,POINT (77.5618 13.02674)
Diwanarapalya,469,45,ph,POINT (77.56182 13.02679)
Doctors Layout Kasturinagara,10,2,2ud,POINT (77.65951 13.00611)
Doctors Layout Kasturinagara,4,3,57o,POINT (77.65948 13.00609)
Dodda Aladamara,79,29,22p,POINT (77.39551 12.90999)
Dodda Aladamara,35,6,2xf,POINT (77.39537 12.90992)
Dodda Aladamara Cross,55,4,2yz,POINT (77.40744 12.96386)
Dodda Aladamara Cross,83,8,7r,POINT (77.40741 12.96391)
Dodda Basti,90,7,3b7,POINT (77.47298 12.93967)
Dodda Basti,97,10,4q8,POINT (77.47289 12.93956)
Dodda Bettahalli,16,3,4v2,POINT (77.55426 13.0943)
Dodda Bommasandra,146,7,5l7,POINT (77.55886 13.06022)
Dodda Bommasandra,369,23,5oy,POINT (77.55889 13.06065)
Dodda Bommasandra Arch,264,20,1m1,POINT (77.5591 13.05835)
Dodda Bommasandra Arch,251,11,5pp,POINT (77.55928 13.05884)
Dodda Byalakere,1,1,111,POINT (77.52464 13.1135)
Dodda Byalakere,27,11,277,POINT (77.52495 13.11275)
Dodda Byalakere,81,17,3yb,POINT (77.52494 13.11267)
Dodda Byalakere,9,3,481,POINT (77.52473 13.11354)
Dodda Cheemanahalli,1,1,2ef,POINT (77.62204 13.24783)
Dodda Cheemanahalli,1,1,sb,POINT (77.622 13.24782)
Dodda Cheemanahalli Cross,1,1,15g,POINT (77.62393 13.2505)
Dodda Cheemanahalli Cross,1,1,3cp,POINT (77.62394 13.25053)
Dodda Dasarahalli,6,3,vp,POINT (77.83087 13.00454)
Dodda Dasarahalli Cross,1,1,2my,POINT (77.84148 12.99821)
Dodda Dasarahalli Cross,1,1,4li,POINT (77.84145 12.99815)
Dodda Dunnasandra,71,36,509,POINT (77.81653 12.97685)
Dodda Dunnasandra,59,20,6aa,POINT (77.81661 12.97683)
Dodda Dunnasandra Cross,47,23,1g,POINT (77.82056 12.97599)
Dodda Dunnasandra Cross,24,13,2y5,POINT (77.82046 12.97585)
Dodda Dunnasandra Cross,59,20,3iv,POINT (77.82017 12.97608)
Dodda Gubbi,13,2,2sg,POINT (77.67401 13.07093)
Dodda Gubbi,22,7,3ah,POINT (77.67359 13.07144)
Dodda Gubbi,12,5,ys,POINT (77.67375 13.07146)
Dodda Hagade,3,1,600,POINT (77.6892 12.74684)
Dodda Haralegere,1,1,57s,POINT (77.83881 13.19409)
Dodda Hullur Gate,8,4,191,POINT (77.82162 13.10193)
Dodda Hulluru School Gate,8,4,64c,POINT (77.81685 13.0973)
Dodda Kurabarahalli,9,1,11k,POINT (77.80913 13.22559)
Dodda Kurabarahalli,9,2,uk,POINT (77.8092 13.22553)
Dodda Maralawadi,2,1,vw,POINT (77.52529 12.61221)
Dodda Nagamangala,3,1,4d0,POINT (77.67491 12.86231)
Dodda Nagamangala,6,2,5c,POINT (77.67481 12.86238)
Dodda Nagamangala Tirumala Bekary,3,2,2y1,POINT (77.67814 12.8623)
Dodda Nagamangala Tirumala Bekary,3,1,3z7,POINT (77.67794 12.86224)
Dodda Nallala,1,1,1fa,POINT (77.89655 13.08402)
Dodda Nekkundi,8,4,12g,POINT (77.69429 12.97154)
Dodda Nekkundi,19,5,4zg,POINT (77.69418 12.97146)
Dodda Nekkundi Bridge/Rainbow Hospital,712,44,31i,POINT (77.697 12.97565)
Dodda Nekkundi Bridge/Rainbow Hospital,608,32,3o5,POINT (77.69764 12.97499)
Dodda Nekkundi Cross,12,5,4i3,POINT (77.6934 12.96796)
Dodda Nekkundi Cross,15,4,5gd,POINT (77.6933 12.96793)
Dodda Nekkundi Junction,14,4,64x,POINT (77.69173 12.95617)
Dodda Nekkundi Junction,1,1,hn,POINT (77.69166 12.95607)
Dodda Thimmanahalli,2,2,44m,POINT (77.76217 13.26947)
Dodda Thimmasandra,3,1,66p,POINT (77.80619 12.88087)
Dodda Thimmasandra Gate,29,11,1kz,POINT (77.81277 12.87879)
Dodda Thimmasandra Gate,4,1,2bw,POINT (77.81302 12.87911)
Dodda Thoguru,1,1,4fn,POINT (77.65506 12.85063)
Dodda Thoguru,4,2,4wl,POINT (77.65512 12.85055)
Dodda Tumkur,5,4,1te,POINT (77.53104 13.22623)
Dodda Tumkur,4,3,40v,POINT (77.53104 13.22616)
Doddabadhegere Gate,2,1,2y2,POINT (77.48293 12.669)
Doddaballapura Bus Stand,311,29,5si,POINT (77.54224 13.29346)
Doddaballapura Govt Hospital,2,2,5ao,POINT (77.54517 13.31184)
Doddaballapura KEB Circle,2,2,471,POINT (77.54202 13.31166)
Doddaballapura KEB Circle,14,1,av,POINT (77.54187 13.31134)
Doddaballapura Railway Station,94,11,ep,POINT (77.55162 13.28041)
Doddaballapura Railway Station,144,13,tm,POINT (77.55176 13.28041)
Doddaballapura Tollgate,3,1,2at,POINT (77.53639 13.29568)
Doddabannahalli,2,1,5pv,POINT (77.74816 13.02625)
Doddabannahalli,1,1,i0,POINT (77.74836 13.02641)
Doddabele,30,3,51,POINT (77.47754 12.88874)
Doddabele Colony,25,2,1mb,POINT (77.47164 12.89157)
Doddabidarakallu,59,2,rs,POINT (77.49368 13.03594)
Doddadenahalli 1,2,1,64q,POINT (77.91946 13.0683)
Doddagattiganabbe,2,1,1w4,POINT (77.78798 13.03366)
Doddagattiganabbe,12,5,44c,POINT (77.78788 13.03369)
Doddagattiganabbe Cross,12,5,4qw,POINT (77.78551 13.03341)
Doddagattiganabbe Cross,2,1,5zj,POINT (77.78547 13.03345)
Doddahosahalli,1,1,1db,POINT (77.75047 13.19782)
Doddajala,41,5,2cw,POINT (77.65338 13.17735)
Doddajala,31,7,3s0,POINT (77.65328 13.1773)
Doddakallasandra,152,33,27c,POINT (77.55671 12.88596)
Doddakallasandra,261,63,5n4,POINT (77.5565 12.88574)
Doddakallasandra Metro Station,145,32,2ac,POINT (77.55255 12.88469)
Doddakallasandra Metro Station,265,63,38m,POINT (77.55312 12.88467)
Doddakammanahalli,31,4,4i4,POINT (77.59989 12.85302)
Doddakannalli,297,40,1ti,POINT (77.69556 12.90731)
Doddakannalli,276,25,3yp,POINT (77.69557 12.90719)
Doddakukkanahalli,1,1,3u7,POINT (77.44119 13.1752)
Doddakuntanahalli,1,1,1ys,POINT (77.44968 12.8122)
Doddakuntanahalli,3,1,mo,POINT (77.44975 12.81213)
Doddamaranahalli,5,2,116,POINT (77.38286 12.93056)
Doddamaranahalli,2,1,ut,POINT (77.38284 12.93053)
Doddamma Temple,65,21,3gf,POINT (77.69068 12.8472)
Doddamma Temple,1,1,4qt,POINT (77.69872 12.87848)
Doddamma Temple,1,1,vr,POINT (77.69884 12.87835)
Doddamma Temple,17,8,zb,POINT (77.69092 12.8474)
Doddanallurahalli,3,1,11i,POINT (77.86296 13.11876)
Doddanalluru,1,1,4d6,POINT (77.76329 13.19142)
Doddanalluru,12,2,60c,POINT (77.76329 13.1915)
Doddasanne,1,1,54j,POINT (77.69407 13.21846)
Dodderi College,5,3,2yf,POINT (77.38586 12.86757)
Dodderi College,23,7,5x7,POINT (77.38597 12.86752)
Dodderi Grama,19,6,1pb,POINT (77.37822 12.86644)
Dodderi Grama,1,1,4ji,POINT (77.3774 12.86629)
Dodderi Tumkur Road,2,1,1op,POINT (77.30925 13.16968)
Dodderi Tumkur Road,22,3,2lo,POINT (77.30933 13.16986)
Doddy,9,5,1ag,POINT (77.45169 13.16982)
Doddy,172,28,4e9,POINT (77.61215 13.00266)
Doddy,294,36,5cc,POINT (77.61213 13.0026)
Doddy,6,5,a5,POINT (77.45169 13.16962)
Doddy Chikkakuntanahalli,6,4,25l,POINT (77.44138 12.79692)
Doddypalya,8,2,1vh,POINT (77.47216 12.85787)
Dombara Doddy Cross,2,1,64u,POINT (77.39316 12.70197)
Dombarahalli,41,9,4qd,POINT (77.45981 13.0491)
Dombarahalli,35,10,65o,POINT (77.45984 13.04914)
Dombarahatti Dongadipura Cross,31,2,1ly,POINT (77.46048 12.97213)
Dombarahatti Dongadipura Cross,23,2,51s,POINT (77.46049 12.9722)
Domlur,534,76,19j,POINT (77.63809 12.96111)
Domlur,2,1,5fc,POINT (77.87192 12.96758)
Domlur,359,35,5tj,POINT (77.63667 12.96122)
Domlur Bridge,1,1,2kr,POINT (77.63834 12.96356)
Domlur Cross,3,3,292,POINT (77.8556 12.97476)
Domlur Cross,2,2,4dx,POINT (77.8559 12.97456)
Domlur Flyover,482,76,1qm,POINT (77.64352 12.96048)
Domlur Flyover,26,3,3k2,POINT (77.64155 12.9606)
Domlur Flyover,159,10,4aw,POINT (77.64133 12.9577)
Domlur Flyover,187,11,5ya,POINT (77.64146 12.95799)
Domlur Flyover,319,33,jh,POINT (77.64251 12.96045)
Domlur Marriad Accomodation,3,3,4ni,POINT (77.63378 12.96188)
Dommara Doddy,2,1,pc,POINT (77.39699 12.7028)
Dommasandra,331,40,351,POINT (77.75371 12.8796)
Dommasandra,288,30,am,POINT (77.75375 12.87953)
Dommasandra Circle,276,26,1ol,POINT (77.75246 12.88311)
Dommasandra Circle,352,48,1u4,POINT (77.75241 12.88322)
Dommasandra Circle,12,5,2r1,POINT (77.75237 12.8833)
Donnenahalli,4,2,2hv,POINT (77.37521 12.88427)
Donnenahalli,3,2,x3,POINT (77.37519 12.88423)
Dorekavalu,5,3,3xc,POINT (77.68637 13.2621)
Dorekavalu,52,2,b8,POINT (77.68632 13.26215)
Double Road,9,3,3kt,POINT (77.60967 12.87874)
Double Road,21,4,59p,POINT (77.6097 12.87874)
Double Road BEML Layout,153,14,1ma,POINT (77.52066 12.9148)
Double Road BEML Layout,121,12,33f,POINT (77.52066 12.91489)
Double Road BEML Layout,113,9,4q7,POINT (77.51347 12.91558)
Double Road Indiranagara,91,13,13a,POINT (77.63645 12.97821)
Double Road Indiranagara,92,20,3by,POINT (77.6366 12.97832)
Dr Ambedkar Nagara,3,1,27r,POINT (77.75279 12.97981)
Dr BR Ambedkar Bus Terminal (Domlur),29,4,67j,POINT (77.63853 12.96191)
Dr BR Ambedkar Bus Terminal (Domlur),53,4,67k,POINT (77.63881 12.96163)
Dr Shivaramkaranth Residents,26,5,4i,POINT (77.62542 13.06908)
Dr Shivaramkaranth Residents,17,2,yj,POINT (77.62544 13.06893)
Dr.Shivaramakaranth Nagara,17,2,2ap,POINT (77.62939 13.06812)
Dr.Shivaramakaranth Nagara,26,5,489,POINT (77.62917 13.06831)
Dubasipalya,1,1,69x,POINT (77.4952 12.92747)
Dubasipalya Cross,450,88,2wy,POINT (77.49603 12.92273)
