name,trip_count,route_count,id,geometry
Raghuvanahalli Cross,158,33,r7,POINT (77.54602 12.88072)
Ragi Machine,33,4,2rg,POINT (77.56026 12.89166)
Ragi Machine,54,5,eq,POINT (77.56035 12.8916)
Ragigudda,2,1,5ab,POINT (77.59261 12.917)
Ragigudda Temple,443,30,2c4,POINT (77.59311 12.91695)
Ragigudda Temple,557,31,3ab,POINT (77.59349 12.91678)
Ragihalli,10,5,3to,POINT (77.57435 12.73881)
Ragihalli,6,3,8l,POINT (77.57426 12.73896)
Ragihalli Gate,78,19,6a1,POINT (77.5989 12.80026)
Ragihalli Gate,197,38,qk,POINT (77.59897 12.80036)
Rahamathnagara,248,22,3bo,POINT (77.5919 13.01755)
Rahamathnagara,50,1,4jg,POINT (77.59186 13.01751)
Railway Bridge Babasabarapalya,1,1,1lp,POINT (77.46235 12.90277)
Railway Bridge Byranayakanahalli,3,2,2by,POINT (77.38051 13.19662)
Railway Bridge Byranayakanahalli,1,1,5b,POINT (77.38058 13.19663)
Railway Gate,136,10,1il,POINT (77.55394 13.25155)
Railway Gate Bashettihalli,93,10,11h,POINT (77.55382 13.25148)
Railway Gate Gollahalli,38,9,4q6,POINT (77.41184 13.15049)
Railway Gate Gollahalli,9,5,5r4,POINT (77.4118 13.15046)
Railway Gate Kempapura,53,1,5ek,POINT (77.55934 12.96902)
Railway Gate Kodigehalli,16,10,41,POINT (77.57404 13.06187)
Railway Gate Kodigehalli,35,5,59v,POINT (77.57429 13.06169)
Railway Gate Lakshmisagara,123,16,4nj,POINT (77.41136 12.82418)
Railway Gate Lakshmisagara,31,12,66m,POINT (77.41081 12.82382)
Railway Gollahalli,12,2,6ct,POINT (77.41754 13.14688)
Railway Gollahalli,43,5,qd,POINT (77.41744 13.14673)
Rainbow Layout,5,3,4ao,POINT (77.5393 13.10122)
Raitarasanthe Yalahanka,352,65,4k5,POINT (77.59866 13.09807)
Raitarasanthe Yalahanka,208,37,7q,POINT (77.59892 13.09749)
Raj Bhavan,23,1,20u,POINT (77.59287 12.98437)
Raj Bhavan,10,3,2a9,POINT (77.59229 12.98331)
Raj Bhavan,143,19,6bv,POINT (77.59206 12.98307)
Rajagopala Nagara Police Station,127,12,179,POINT (77.52178 13.0236)
Rajagopala Nagara Police Station,162,13,62r,POINT (77.52192 13.02361)
Rajagopalanagara,626,41,2wi,POINT (77.50881 13.01368)
Rajajinagara 1st Block,118,8,66l,POINT (77.54923 13.00476)
Rajajinagara 2nd Block,505,36,33u,POINT (77.55144 12.99607)
Rajajinagara Entrance,328,25,1fv,POINT (77.55726 12.98429)
Rajajinagara Entrance,203,13,2zc,POINT (77.55716 12.98445)
Rajajinagara Metro Station,282,16,254,POINT (77.54976 12.99967)
Rajajinagara Metro Station,271,8,3up,POINT (77.54991 12.99983)
Rajajinagara Old Police Station,444,34,161,POINT (77.55438 12.98928)
Rajajinagara Old Police Station,164,11,397,POINT (77.55545 12.98992)
Rajanapalya,2,1,69b,POINT (77.31533 12.99027)
Rajanapalya,1,1,6cf,POINT (77.3155 12.99012)
Rajanukunte,113,23,106,POINT (77.56432 13.17307)
Rajanukunte,18,7,2te,POINT (77.56441 13.17494)
Rajanukunte,155,31,3k,POINT (77.56446 13.17167)
Rajanukunte,1,1,4s7,POINT (77.56448 13.17246)
Rajanukunte,28,16,5ff,POINT (77.56415 13.17288)
Rajanukunte,40,16,684,POINT (77.56439 13.17498)
Rajapalya,219,43,1va,POINT (77.72084 12.99138)
Rajapalya,199,60,48c,POINT (77.72123 12.99129)
Rajapura,7,1,3un,POINT (77.67482 12.77542)
Rajapura,7,3,7a,POINT (77.67466 12.77541)
Rajarajeshwari nagara Gate,666,98,13f,POINT (77.51774 12.93631)
Rajarajeshwari nagara Gate,222,19,1g1,POINT (77.51832 12.93544)
Rajarajeshwari nagara Gate,12,5,26a,POINT (77.51824 12.93574)
Rajarajeshwari nagara Gate,497,71,2jz,POINT (77.51861 12.93649)
Rajarajeshwari nagara Metro Station,158,4,3na,POINT (77.51948 12.93635)
Rajarajeshwari nagara Metro Station,14,1,bq,POINT (77.5196 12.93689)
Rajeshwarinagara,12,8,4lx,POINT (77.46131 13.04531)
Rajeshwarinagara,13,4,ij,POINT (77.46132 13.04526)
Rajiv Gandhi,7,3,1dx,POINT (77.50424 12.98686)
Rajiv Gandhi,3,3,2cx,POINT (77.50431 12.98702)
Rajiv Nagara,14,3,1od,POINT (77.80517 13.2873)
Rajiv Nagara,2,2,3ae,POINT (77.80521 13.28722)
Rajkumar Punya Bhoomi,218,30,2d,POINT (77.5319 13.01859)
Rajkumar Punya Bhoomi,249,22,4h2,POINT (77.53163 13.01818)
Ram Krishnapura Doddy,27,1,4f7,POINT (77.46379 12.68719)
Ram Krishnapura Doddy,4,1,du,POINT (77.46372 12.687)
Rama Devasthana Sarjapur,25,10,239,POINT (77.78933 12.85988)
Rama Devasthana Sarjapur,16,5,679,POINT (77.78929 12.85983)
Rama Mandira Chamarajapet,94,5,237,POINT (77.56381 12.95703)
Rama Mandira Chamarajapet,108,7,57t,POINT (77.56302 12.957)
Rama Mandira Rajajinagara,260,14,5yt,POINT (77.55636 12.98623)
Ramachandrapura,4,3,2lz,POINT (77.55111 13.06208)
Ramachandrapura,18,4,57u,POINT (77.55115 13.06208)
Ramachandrapura Cross,14,3,4rw,POINT (77.5509 13.05368)
Ramachandrapura Tent,4,3,3u8,POINT (77.5514 13.05781)
Ramachandrapura Tent,18,4,4ug,POINT (77.55144 13.05786)
Ramadevanahalli,1,1,32i,POINT (77.43302 13.19099)
Ramadevanahalli Cross,3,2,2o5,POINT (77.42296 13.19458)
Ramadevanahalli Cross,1,1,sp,POINT (77.42288 13.19458)
Ramagondanahalli,221,22,1rg,POINT (77.73949 12.95695)
Ramagondanahalli,401,59,210,POINT (77.74039 12.95704)
Ramagondanahalli,2,1,3yh,POINT (77.55836 13.11962)
Ramagondanahalli,1,1,vb,POINT (77.55852 13.11945)
Ramagovindapuram,5,1,1lc,POINT (77.87895 13.20924)
Ramakrishna Ashrama,243,21,1um,POINT (77.56774 12.94945)
Ramakrishna Ashrama,46,6,2y4,POINT (77.56824 12.94822)
Ramakrishna Ashrama,190,19,41n,POINT (77.56783 12.94715)
Ramakrishna Ashrama,553,35,6eh,POINT (77.56765 12.94898)
Ramakrishna Layout,33,1,2hh,POINT (77.51653 12.97808)
Ramakrishna Nagara,23,2,4ov,POINT (77.53428 13.01763)
Ramakrishna Nagara,2,1,4zv,POINT (77.53422 13.01761)
Ramakrishnapura Circle,7,3,2na,POINT (77.69426 12.78098)
Ramakrishnapura Circle,7,1,47i,POINT (77.69426 12.78106)
Ramakrishnapura Gate,7,1,18u,POINT (77.70183 12.77904)
Ramakrishnapura Gate,139,20,lu,POINT (77.70215 12.77908)
Ramakrishnapura Gate,129,17,sj,POINT (77.70211 12.77889)
Ramalinga Reddy Estate,8,2,1mk,POINT (77.74012 12.74574)
Ramalinga Reddy Estate,66,6,3u1,POINT (77.74018 12.74575)
Ramamandira,9,2,484,POINT (77.56781 12.99343)
Ramamurthy Nagara Alada Mara,270,15,2y7,POINT (77.67668 13.01139)
Ramamurthy Nagara Alada Mara,358,17,90,POINT (77.67644 13.01146)
Ramamurthy Nagara Church,358,17,3nu,POINT (77.67878 13.01177)
Ramamurthy Nagara Church,270,15,5xz,POINT (77.67891 13.01169)
Ramamurthy Nagara Manipal,358,17,2qm,POINT (77.67044 13.01169)
Ramamurthy Nagara Manipal,270,15,4n2,POINT (77.67054 13.01164)
Ramamurthy Nagara Police Station,270,15,46j,POINT (77.66778 13.01205)
Ramamurthy Nagara Police Station,358,17,nd,POINT (77.66735 13.01212)
Ramanahalli,37,2,4b2,POINT (77.74412 13.18326)
Ramanahalli,16,4,5x5,POINT (77.74408 13.18323)
Ramanahalli,6,4,mw,POINT (77.40167 12.74168)
Ramanayakana Thandya,1,1,1sq,POINT (77.3834 12.86049)
Ramanayakana Thandya,8,3,20g,POINT (77.38346 12.86037)
RamanayakanaDoddy,4,2,3er,POINT (77.58891 12.73818)
RamanayakanaDoddy Cross,7,4,34c,POINT (77.57574 12.74561)
RamanayakanaDoddy Cross,13,6,g6,POINT (77.57584 12.74564)
Ramanayakanahalli,1,1,17w,POINT (77.75587 12.90953)
Ramanayakanahalli,4,1,2k9,POINT (77.75593 12.90955)
Ramanjaneya Layout Chikkallasandra,6,2,b1,POINT (77.54539 12.91062)
Ramanjaneya Layout Cross,5,1,4pc,POINT (77.54702 12.91461)
Ramanjaneya Layout Cross,1,1,5j,POINT (77.54701 12.91464)
Ramanjaneya Temple Nandhini Layout,29,8,1x1,POINT (77.52907 13.02093)
Ramanjaneya Temple Nandhini Layout,87,9,4tl,POINT (77.52921 13.02084)
Ramapura,9,1,4gi,POINT (77.79507 13.19127)
Ramapura,9,2,ka,POINT (77.79511 13.19126)
Ramapura Cross,2,1,ks,POINT (77.32756 12.83931)
Ramasagara,21,9,3dn,POINT (77.71873 12.82079)
Ramasagara,26,7,4gc,POINT (77.71885 12.82089)
Ramasandra,74,8,1wv,POINT (77.46797 12.9455)
Ramasandra,4,2,3d3,POINT (77.61469 12.80759)
Ramasandra,1,1,47c,POINT (77.61473 12.80755)
Ramasandra Cross,76,6,3h5,POINT (77.46169 12.93257)
Ramasandra Cross,71,3,wr,POINT (77.46163 12.93259)
Ramaswamypalya,53,7,4zw,POINT (77.63534 13.00964)
Ramesh Nagara Cross,14,3,2vd,POINT (77.67998 12.95464)
Ramesh Nagara Cross,1,1,59s,POINT (77.67999 12.95469)
Rameshnagara,20,4,1wd,POINT (77.68212 12.96412)
Rameshnagara,60,3,3lj,POINT (77.68213 12.96408)
Ramkrishana Layout,44,5,3fv,POINT (77.51647 12.97793)
Ramohalli,73,24,1z0,POINT (77.41912 12.907)
Ramohalli,10,4,4,POINT (77.77113 12.77405)
Ramohalli,72,10,59g,POINT (77.77124 12.77436)
Ramohalli,55,17,pn,POINT (77.41898 12.90707)
Ramohalli Cross,328,78,3qb,POINT (77.45125 12.88674)
Ramohalli Cross,127,48,tl,POINT (77.45112 12.88701)
Rampura,18,9,19g,POINT (77.69119 13.05161)
Rampura,1,1,3g,POINT (77.39881 12.89027)
Rampura,10,5,3ym,POINT (77.32765 12.84127)
Rampura,2,2,5a4,POINT (77.35093 13.0174)
Rampura,3,1,5au,POINT (77.94126 12.94285)
Rampura,47,3,5o2,POINT (77.69114 13.05163)
Rampura,10,3,cj,POINT (77.39881 12.89022)
Rampura Cross,47,3,1zf,POINT (77.68108 13.05205)
Rampura Cross,6,3,5rq,POINT (77.6811 13.05198)
Rampura Cross,3,2,tt,POINT (77.68104 13.05199)
Ranga Jangama,6,5,57k,POINT (77.45274 12.85578)
Ranga Jangama,40,11,5iw,POINT (77.45278 12.85579)
Ranga Jangama,4,2,5qd,POINT (77.45281 12.85562)
Rangaiahnapalya,4,1,517,POINT (77.26759 12.99199)
Ranganathpura,14,1,47x,POINT (77.24165 12.95115)
Ranganathpura,34,8,5sv,POINT (77.24187 12.95104)
Rangappa Circle,13,6,18m,POINT (77.54399 13.28753)
Rangappa Circle,6,5,66n,POINT (77.5439 13.2874)
Rangappanapalya Gate,2,2,5kg,POINT (77.34948 12.99279)
Rani Circle,7,5,31e,POINT (77.7198 13.26728)
Rani Circle,7,2,3x2,POINT (77.71978 13.26859)
Rani Circle,3,2,4vr,POINT (77.71954 13.2674)
Rani Saraladevi,242,14,3tj,POINT (77.58521 12.93895)
Rani Saraladevi High School,264,17,3o7,POINT (77.58506 12.93769)
Rashi Gateway,1,1,122,POINT (77.36989 13.11118)
Rashi Gateway Cross,1,1,1j2,POINT (77.37765 13.11034)
Ravagodlu,9,3,3rj,POINT (77.50117 12.74814)
Ravagodlu,19,4,4j0,POINT (77.50112 12.74817)
Ravagodlu Gate,53,6,2wn,POINT (77.48633 12.74895)
Ravagodlu Gate,92,13,2ya,POINT (77.4865 12.74897)
Ravi Badavane Jai Maruthi Nagara,20,4,3ug,POINT (77.5323 13.00673)
Ravi Tent,49,10,357,POINT (77.62138 12.95166)
Ravi Tent,129,12,5ks,POINT (77.62148 12.95169)
Ravindra Nagara,3,2,ic,POINT (77.51654 13.04995)
Ravuthanahalli,20,6,2gd,POINT (77.42385 13.02665)
Ravuthanahalli,3,1,4f0,POINT (77.42386 13.02683)
Ravuthanahalli Cross,4,2,1ej,POINT (77.43899 13.0734)
Ravuthanahalli Cross,344,50,324,POINT (77.43938 13.07334)
Ravuthanahalli Cross,402,36,3y6,POINT (77.43959 13.07362)
Rayal Layout,14,1,29v,POINT (77.57589 12.86934)
Rayan Circle,1014,158,650,POINT (77.5679 12.96047)
Rayan Circle,349,50,hc,POINT (77.56889 12.96136)
Rayara Doddy,6,2,41t,POINT (77.51368 12.76715)
Rayasandra,9,4,2de,POINT (77.67206 12.87945)
Rayasandra,37,2,32o,POINT (77.7256 13.21882)
Rayasandra,17,5,3bh,POINT (77.72563 13.21876)
Rayasandra,45,9,3rk,POINT (77.67211 12.87939)
Rayasandra Circle,47,10,1oy,POINT (77.67126 12.87569)
Rayasandra Circle,12,5,22r,POINT (77.67112 12.8757)
Rayasandra Cross,37,2,et,POINT (77.74142 13.21176)
Rayasandra Cross,17,5,p9,POINT (77.74139 13.21175)
Rayasandra Gate,42,1,14s,POINT (77.72709 13.23358)
Rayasandra Gate,43,1,24n,POINT (77.72712 13.23351)
Razakpalya,3,2,1pv,POINT (77.65818 13.14592)
Razakpalya,11,4,1rw,POINT (77.65823 13.14594)
Razakpalya Cross,20,11,14n,POINT (77.65884 13.14968)
Razakpalya Cross,1,1,m,POINT (77.65882 13.14965)
Reddyhalli,1,1,13j,POINT (77.7545 13.18941)
Reliance Petrol Bunk Goraguntepalya,151,20,1h,POINT (77.5363 13.02866)
Reliance Petrol Bunk Goraguntepalya,229,21,2mi,POINT (77.53612 13.02861)
Renaissance prosperio apartment,3,2,3if,POINT (77.59362 13.06426)
Renuka Nagara,44,13,1s5,POINT (77.38812 13.1058)
Renuka Nagara,22,12,3i6,POINT (77.38816 13.10567)
Reserve Bank Of India Nrupatunga Road,1,1,im,POINT (77.58689 12.97214)
Reva College,29,2,er,POINT (77.63411 13.11532)
Reva College,5,3,oj,POINT (77.63423 13.11538)
Reva College Gate,103,22,447,POINT (77.63037 13.12214)
Reva College Gate,5,3,56c,POINT (77.63066 13.12207)
Reva College Gate,296,28,g9,POINT (77.63053 13.12226)
Richard Farm,16,6,290,POINT (77.52522 12.77797)
Richard Farm,14,5,6el,POINT (77.52522 12.77774)
Richmond Circle,947,149,2lg,POINT (77.59946 12.96738)
Richmond Circle,311,24,5mx,POINT (77.5964 12.96366)
Richmond Circle,575,65,5zt,POINT (77.60433 12.9658)
Robin Theatre,73,5,1oj,POINT (77.47986 12.91602)
Robin Theatre,148,12,5h6,POINT (77.47997 12.91588)
Rock Colony,6,2,5bn,POINT (77.50242 12.72252)
Rock Colony,9,3,yd,POINT (77.50237 12.72256)
Rock Line Studio,54,2,1r1,POINT (77.49628 13.04055)
Rock Line Studio,8,1,5zl,POINT (77.49634 13.0406)
Rolling Mill,482,33,3iy,POINT (77.51474 13.02653)
Rolling Mill,465,41,4em,POINT (77.51486 13.02648)
Roopena Agrahara,123,17,195,POINT (77.626 12.91185)
Roopena Agrahara,791,73,3ui,POINT (77.62579 12.91158)
Roopena Agrahara,481,93,6df,POINT (77.62613 12.91197)
Roopena Agrahara FLY,127,7,42l,POINT (77.62589 12.91212)
Roopena Agrahara FLY,3,2,5rl,POINT (77.62604 12.9116)
Roopena Agrahara Toll,117,3,6as,POINT (77.62617 12.91166)
Royal Enclave,26,8,2us,POINT (77.61698 13.06572)
Royal Enclave,19,4,5ba,POINT (77.61693 13.06575)
Royal Layout,46,9,28n,POINT (77.57581 12.86933)
Royal Layout,46,6,3eh,POINT (77.57581 12.86924)
Royal Meenakshi Mall,64,1,1lv,POINT (77.59564 12.87642)
Royal Meenakshi Mall BG Road,79,3,4or,POINT (77.59615 12.8765)
Rukmini Nagara,309,14,1dv,POINT (77.50488 13.041)
Rukmini Nagara,195,8,4x7,POINT (77.50482 13.04099)
Rupesh Hotel,38,5,41j,POINT (77.66601 12.81165)
Rupesh Hotel,102,8,4qb,POINT (77.66589 12.81176)
Russell Market,3,2,3f6,POINT (77.60518 12.98486)
Ryan International School,351,46,3lz,POINT (77.58483 12.81955)
Ryan International School,111,24,5zy,POINT (77.58473 12.81953)
S Gollahalli,10,4,4j9,POINT (77.36136 12.89388)
S Gollahalli,26,10,ww,POINT (77.36146 12.89375)
S Medahalli,22,7,1q9,POINT (77.78611 12.82387)
S Medahalli,77,14,4pf,POINT (77.78618 12.82365)
S Nagenahalli Gate,2,1,108,POINT (77.55778 13.37149)
S R S Mathikere,117,15,34i,POINT (77.53109 13.06144)
S R S Mathikere,125,9,3e6,POINT (77.53112 13.06145)
SAP Labs,373,17,112,POINT (77.7144 12.9778)
SAP Labs,405,16,23j,POINT (77.71448 12.97765)
SBI Bank,465,30,1y6,POINT (77.5461 13.07237)
SBI Bank,335,18,582,POINT (77.54625 13.07239)
SBM Gayathri Nagara,6,2,4zm,POINT (77.5604 12.99991)
SBM Gayathri Nagara,44,4,sc,POINT (77.56035 12.99993)
SEZ Amadada Circle,18,3,55g,POINT (77.72023 13.17849)
SFS High School Hebbagodi,367,55,33w,POINT (77.6802 12.83381)
SFS High School Hebbagodi,576,48,35w,POINT (77.6801 12.83342)
SI Apartment HSR Layout,737,38,396,POINT (77.6294 12.91668)
SI Apartment HSR Layout,788,38,cw,POINT (77.62942 12.91677)
SJES College,270,28,3gw,POINT (77.715 13.023)
SJES College,295,64,4mt,POINT (77.71589 13.02393)
SKF Factory,49,16,19y,POINT (77.74189 13.06116)
SKF Factory,69,12,5ak,POINT (77.74195 13.06124)
SLV Bakery,110,6,2m3,POINT (77.54322 12.92127)
SLV Bakery,110,5,50t,POINT (77.54316 12.92117)
SLV Petrol Bunk,1,1,4q0,POINT (77.5955 13.16059)
SMVIT College,2,2,1hg,POINT (77.61168 13.15169)
SMVIT College,3,2,4m1,POINT (77.61167 13.15178)
SMVIT Cross,239,42,1gr,POINT (77.62063 13.15197)
SMVIT Cross,2,2,el,POINT (77.61977 13.15197)
SMVIT Cross,383,60,gc,POINT (77.62015 13.15209)
SNN Raj Serenity Apartment Yelenahalli,22,2,j3,POINT (77.6125 12.85977)
SRR Kalyana Mantapa,5,1,5br,POINT (77.65464 13.00744)
SRR Kalyana Mantapa,5,1,67p,POINT (77.65617 13.00902)
SRS Peenya,651,97,3mj,POINT (77.53032 13.03428)
SRS Peenya,685,75,433,POINT (77.52987 13.03471)
SSVB Bakery Kanteerava Studio,40,4,1xj,POINT (77.53397 13.01365)
SSVB Bakery Kanteerava Studio,2,1,5jl,POINT (77.53391 13.01371)
STRR Devanahalli Toll,43,1,4kk,POINT (77.76248 13.20732)
STRR Devanahalli Toll,42,1,iq,POINT (77.76237 13.20764)
SVR College,8,3,1mo,POINT (77.65058 12.90225)
Saalu Doddy,110,19,685,POINT (77.513 12.8306)
Saalu Doddy,216,52,b0,POINT (77.51308 12.83077)
Sacred Heart Girls' High School,1,1,2b5,POINT (77.60416 12.97048)
Sadahalli,13,5,3ib,POINT (77.64726 13.21199)
Sadahalli,17,9,5d,POINT (77.64734 13.21208)
Sadahalli Gate,739,48,1wj,POINT (77.64583 13.19072)
Sadahalli Gate,686,39,65x,POINT (77.64626 13.19051)
Sadananda Nagara,15,6,5sl,POINT (77.65825 12.99446)
Sadananda Nagara,16,7,aq,POINT (77.65799 12.99442)
Sadaramangala,39,5,3bg,POINT (77.73677 12.99921)
Sadaramangala,1,1,pr,POINT (77.73675 12.99927)
Sadaramangala Gate,9,1,1yk,POINT (77.73669 12.99782)
Sadaramangala Gate,30,4,5e2,POINT (77.73666 12.99778)
Sadashivanagara,11,2,1hc,POINT (77.58029 13.00864)
Sadashivanagara ING Vysya  Bank,2,2,4yo,POINT (77.58063 13.00549)
Sadashivanagara Police Station,299,12,4aq,POINT (77.57269 13.01553)
Sadashivanagara Police Station,278,9,yz,POINT (77.57277 13.01587)
Sadenahalli,2,2,5tp,POINT (77.57269 13.19463)
Sadenahalli,1,1,6c1,POINT (77.57277 13.19467)
Sadhanapalya,3,1,ol,POINT (77.48288 12.76858)
Sadhanapalya Gate,55,7,52t,POINT (77.48864 12.76801)
Sadhanapalya Gate,110,20,5kk,POINT (77.48881 12.76807)
Sadhapanalli Gate,51,3,2pm,POINT (77.79286 13.16299)
Sadhapanalli Gate,82,5,c7,POINT (77.7928 13.16294)
Safal Market,124,15,45v,POINT (77.75986 13.03799)
Safal Market,89,19,4bm,POINT (77.75976 13.03799)
Sagar Hospital,8,1,28b,POINT (77.59962 12.92848)
Sahakara Nagara,1,1,2xt,POINT (77.58385 13.06473)
Sahakara Nagara Police Station,36,4,1q4,POINT (77.58336 13.06414)
Sahakara Nagara Police Station,39,7,6cp,POINT (77.58348 13.06409)
Sahakara Nagara Post Office,11,5,2h5,POINT (77.58736 13.06133)
Sahakara Nagara Post Office,52,7,4en,POINT (77.58731 13.06142)
Sahukarapalya,1,1,1i4,POINT (77.28899 13.06533)
Sahyadribalaga Layout,2,1,30n,POINT (77.49912 13.06592)
Sai Baba General Hospital,287,34,2e6,POINT (77.75042 12.97383)
Sai Baba General Hospital,357,34,3so,POINT (77.75065 12.97454)
Sai Baba Temple (Avathi),7,2,1dc,POINT (77.72277 13.2829)
Sai Lakshmi Industries,163,18,10i,POINT (77.76173 13.02458)
Sai Lakshmi Industries,86,18,57v,POINT (77.76162 13.02454)
Sajjan Rao Circle,173,22,10d,POINT (77.57653 12.95262)
Sajjan Rao Circle,6,2,42v,POINT (77.57713 12.95233)
Sajjan Rao Circle,1,1,ax,POINT (77.57738 12.95301)
Sakalavara,5,3,2tn,POINT (77.60905 12.8207)
Sakalavara,3,1,3gq,POINT (77.60909 12.82073)
Sakamma Layout,8,1,3dv,POINT (77.52867 13.00723)
Salarpuria Apartment,73,1,2k5,POINT (77.63256 12.90696)
Salarpuria Apartment,73,1,59x,POINT (77.63254 12.90692)
Saluhunase,106,17,55t,POINT (77.51148 12.81079)
Saluhunase,201,49,cr,POINT (77.51157 12.81095)
Samanahalli,7,1,3cr,POINT (77.74766 12.83268)
Samanahalli 1,5,3,2nf,POINT (77.74768 12.8327)
Samanduru,1,1,1rh,POINT (77.75291 12.71526)
Samanduru,1,1,4m9,POINT (77.753 12.71526)
Sambhram College,47,21,1sp,POINT (77.54669 13.0883)
Sambhram College,117,24,2k4,POINT (77.54666 13.08827)
Samethanahalli,69,24,2tq,POINT (77.78981 12.98027)
Samethanahalli,83,41,499,POINT (77.78987 12.98027)
Sampangere,1,1,4t7,POINT (77.88294 12.87444)
Sampangiram Nagara,116,25,2yy,POINT (77.58593 12.82495)
Sampangiram Nagara,351,46,3dy,POINT (77.58623 12.8254)
Sampige Nagara,4,2,41o,POINT (77.69736 12.83451)
Sampige Nagara 1,11,3,10p,POINT (77.69798 12.83929)
Sampige Nagara Gate,2,1,3v,POINT (77.69793 12.83936)
Sampigehalli,5,1,29t,POINT (77.61784 13.08187)
Sampigehalli Bannerughatta,32,5,2z9,POINT (77.57879 12.80519)
Sampigehalli Bannerughatta,109,5,4fs,POINT (77.57887 12.80536)
Sanabil Education Trust,1,1,3uo,POINT (77.60334 12.84441)
Sangam Circle,63,1,37o,POINT (77.57789 12.91756)
Sangam Circle,712,46,64o,POINT (77.57875 12.91704)
Sangam Circle,624,45,ip,POINT (77.57733 12.91763)
Sanjay Gandhi Hospital,143,19,4ix,POINT (77.59299 12.927)
Sanjay Gandhi Hospital,341,29,4iz,POINT (77.59309 12.92707)
Sanjay Gandhi Hospital,6,3,r0,POINT (77.5936 12.92687)
Sanjay Gandhi Nagara,3,3,24q,POINT (77.52633 13.01872)
Sanjay Gandhi Nagara,1,1,ym,POINT (77.52627 13.01886)
Sanjayanagara,196,6,2g1,POINT (77.57571 13.03404)
Sanjayanagara,221,10,ow,POINT (77.57565 13.03421)
Sanjeeva Nagara,4,1,65r,POINT (77.53656 13.28563)
Sanjeeva Nagara,2,1,6af,POINT (77.53651 13.28564)
Sanjeevanapalya,1,1,3x3,POINT (77.15454 13.0808)
SanjeeviniNagara,36,6,1g3,POINT (77.59146 13.05763)
SanjeeviniNagara,31,14,1mp,POINT (77.59144 13.05759)
Sanna Amanikere,159,14,14l,POINT (77.69477 13.23411)
Sanna Amanikere,205,25,2xh,POINT (77.6946 13.23419)
Sannathammanahalli,124,15,1qn,POINT (77.76062 13.04778)
Sannathammanahalli,89,19,36o,POINT (77.76054 13.04814)
Santekatte,204,50,3hv,POINT (77.51063 12.8067)
Santekatte,106,17,6y,POINT (77.51056 12.80664)
Santhe Devanagondhi,12,9,26g,POINT (77.83936 12.96581)
Santhe Devanagondhi,20,13,36i,POINT (77.83932 12.96585)
Santhe Gate,55,20,5mb,POINT (77.79507 13.07696)
Santhe Gate,11,5,bn,POINT (77.79532 13.07669)
Sapalamma Devi Temple,1,1,5kb,POINT (77.91101 13.09802)
Sapthagiri Badavane,5,1,oq,POINT (77.53457 12.9222)
Sapthagiri College,364,50,515,POINT (77.50335 13.06675)
Sapthagiri College,310,46,5o4,POINT (77.50328 13.06685)
Sapthagiri Convention Hall,316,49,388,POINT (77.75676 13.0509)
Sapthagiri Convention Hall,221,27,63i,POINT (77.75648 13.05027)
Sapthagiri Hospital,310,46,1mn,POINT (77.50387 13.07067)
Sapthagiri Hospital,360,48,5c3,POINT (77.50395 13.07066)
Sapthagiri Layout,264,26,4n9,POINT (77.6106 13.1045)
Sapthagiri Layout,185,26,5xm,POINT (77.61045 13.10458)
Sarakari Guttahalli Cross,12,5,1jg,POINT (77.7849 13.04637)
Sarakari Guttahalli Cross,2,1,84,POINT (77.78485 13.04632)
Sarakki,395,75,1cv,POINT (77.57299 12.9097)
Sarakki,334,43,3td,POINT (77.57288 12.90966)
Sarakki Signal,4,1,40r,POINT (77.57373 12.90639)
Sarakki Signal,3,1,4cs,POINT (77.57367 12.90657)
Sarakki Signal,10,2,5yb,POINT (77.57334 12.9067)
Sarala Birla Academy,80,20,2e1,POINT (77.58449 12.81159)
Sarala Birla Academy,237,39,4l2,POINT (77.58446 12.81171)
Saraswathi Nagara,170,17,3pa,POINT (77.53031 12.9736)
Saraswathi Nagara,189,20,4ux,POINT (77.53041 12.9738)
Saraswathipuram,131,7,2vs,POINT (77.53824 13.00915)
Saraswathipuram,178,13,5ti,POINT (77.53816 13.00911)
Sarathi Nagara,46,6,1n3,POINT (77.57322 12.87387)
Sarathi Nagara,46,9,39j,POINT (77.57312 12.87397)
Sarayipalya,172,37,308,POINT (77.62868 13.04745)
Sarayipalya,331,36,40z,POINT (77.62858 13.04746)
Sarjapura,286,31,43p,POINT (77.7856 12.86136)
Sarjapura,331,36,5xt,POINT (77.78568 12.86125)
Sarjapura Circle,262,26,15l,POINT (77.78331 12.86089)
Sarjapura Circle,341,42,1oa,POINT (77.78352 12.86102)
Sarjapura Circle,84,16,2h0,POINT (77.78363 12.86073)
Sarjapura Ring Road Junction,840,40,5hz,POINT (77.66604 12.92113)
Sarjapura Ring Road Junction,724,34,hs,POINT (77.66825 12.92203)
Sarjapura Road Ibbaluru Junction,4,1,46a,POINT (77.66518 12.92043)
Sarjapura Road Ibbaluru Junction,131,8,6e3,POINT (77.66585 12.9204)
